online_order,book_table,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),target
0,0,JP Nagar,"Takeaway, Delivery","Fast Food, North Indian, Chinese",500,0,BTM,0
0,0,Bannerghatta Road,Casual Dining,"North Indian, Chinese",750,0,BTM,0
0,0,other,Delivery,"Fast Food, North Indian",350,0,BTM,1
0,0,Bannerghatta Road,Delivery,North Indian,250,0,BTM,0
0,0,other,Quick Bites,North Indian,150,0,BTM,0
0,0,HSR,Quick Bites,"North Indian, Biryani",500,0,BTM,0
0,0,JP Nagar,Delivery,North Indian,350,0,BTM,0
0,0,HSR,"Takeaway, Delivery",Biryani,450,0,BTM,0
1,0,HSR,"Takeaway, Delivery","North Indian, Fast Food, Chinese",500,0,BTM,0
0,0,Koramangala 5th Block,Delivery,Chinese,300,0,BTM,0
1,0,HSR,"Takeaway, Delivery","North Indian, Chinese, Rolls",650,0,BTM,0
1,0,Jayanagar,Quick Bites,Andhra,400,0,BTM,0
1,0,Koramangala 1st Block,Casual Dining,"North Indian, Fast Food, Street Food",800,0,BTM,1
1,0,BTM,Mess,"North Indian, Chinese, Biryani",300,0,BTM,1
1,0,JP Nagar,other,"Beverages, Pizza",300,0,BTM,0
1,0,BTM,other,"Tibetan, Momos",200,0,BTM,0
1,0,Koramangala 8th Block,Delivery,"North Indian, South Indian",300,0,BTM,0
1,0,HSR,Quick Bites,"Asian, Salad, Italian",400,0,BTM,0
1,0,BTM,Quick Bites,"North Indian, Chinese",400,0,BTM,0
1,0,Koramangala 7th Block,Casual Dining,"North Indian, Arabian, Mughlai, Middle Eastern, Grill",800,0,BTM,1
1,0,BTM,Delivery,"Biryani, Chinese, North Indian",600,0,BTM,0
1,0,Koramangala 6th Block,Delivery,Pizza,600,0,BTM,1
1,0,BTM,"Takeaway, Delivery","Chinese, Rolls",250,0,BTM,0
1,0,JP Nagar,Quick Bites,"Street Food, South Indian",200,0,BTM,1
1,0,BTM,Quick Bites,Biryani,300,0,BTM,0
1,0,HSR,other,"Bakery, Desserts, Italian, North Indian, Fast Food",350,0,BTM,1
1,0,Ejipura,"Takeaway, Delivery",Pizza,500,0,BTM,1
1,0,HSR,"Takeaway, Delivery","Continental, American",500,0,BTM,1
1,0,other,other,"Mughlai, Arabian, BBQ",200,0,BTM,1
1,0,BTM,Quick Bites,"Tibetan, Momos",250,0,BTM,0
0,0,BTM,Quick Bites,Street Food,100,0,BTM,0
1,0,JP Nagar,Quick Bites,Pizza,400,0,BTM,1
1,0,HSR,Quick Bites,"Biryani, Kebab",600,0,BTM,0
1,0,Koramangala 4th Block,Delivery,North Indian,500,0,BTM,1
1,0,other,other,"Fast Food, Desserts",300,0,BTM,1
1,0,Koramangala 5th Block,Quick Bites,Seafood,450,0,BTM,1
1,0,BTM,"Takeaway, Delivery",Biryani,400,0,BTM,1
1,0,BTM,"Takeaway, Delivery",Fast Food,400,0,BTM,0
1,0,HSR,Quick Bites,"Juices, Beverages, Salad",200,0,BTM,0
1,0,other,other,Chinese,200,0,BTM,1
1,0,JP Nagar,"Takeaway, Delivery",North Indian,200,0,BTM,0
1,0,Koramangala 4th Block,Delivery,Chinese,600,0,BTM,1
1,0,Koramangala 4th Block,Delivery,North Indian,500,0,BTM,0
1,0,Koramangala 5th Block,"Takeaway, Delivery","North Indian, Chinese, Italian, Thai",300,0,BTM,0
1,0,Koramangala 1st Block,Delivery,Continental,400,0,BTM,0
1,0,Marathahalli,Dessert Parlor,"Desserts, Ice Cream",200,0,BTM,0
1,0,JP Nagar,Delivery,North Indian,250,0,BTM,1
1,1,Bannerghatta Road,Pub,"North Indian, Italian",900,0,BTM,1
0,0,Koramangala 4th Block,Delivery,"North Indian, Biryani",600,0,BTM,0
1,0,BTM,Casual Dining,"North Indian, Chinese, Arabian",800,0,BTM,0
1,0,BTM,Quick Bites,Continental,500,0,BTM,0
1,0,Bannerghatta Road,Quick Bites,South Indian,250,0,BTM,0
1,0,Jayanagar,Cafe,"Cafe, Beverages",400,0,BTM,1
1,0,Koramangala 4th Block,Dessert Parlor,"Desserts, Beverages",450,0,BTM,1
1,0,Koramangala 6th Block,Casual Dining,"Mexican, Continental, Italian, Chinese",700,0,BTM,1
1,0,BTM,Dessert Parlor,"Ice Cream, Beverages",200,0,BTM,1
1,0,Koramangala 1st Block,Quick Bites,"Biryani, Mughlai",500,0,BTM,0
1,0,Koramangala 1st Block,Quick Bites,North Indian,500,0,BTM,0
1,0,Koramangala 5th Block,Cafe,"Cafe, Italian",600,0,BTM,1
1,0,BTM,Quick Bites,"South Indian, Chinese, North Indian",300,0,BTM,1
1,0,Koramangala 1st Block,Quick Bites,"North Indian, Chinese",300,0,BTM,0
1,0,BTM,Cafe,Cafe,500,0,BTM,0
1,0,Koramangala 7th Block,Quick Bites,"Chinese, Burger",300,0,BTM,0
1,0,Koramangala 6th Block,Casual Dining,"North Indian, Chinese, Bengali",800,0,BTM,1
1,0,BTM,Casual Dining,North Indian,750,0,BTM,0
1,0,Koramangala 4th Block,Quick Bites,"Fast Food, Juices",200,0,BTM,0
0,1,Koramangala 5th Block,Bar,"Continental, Asian, North Indian",1000,0,BTM,1
1,0,Koramangala 5th Block,"Beverage Shop, Quick Bites","Beverages, Fast Food, Desserts",350,0,BTM,1
0,1,Koramangala 5th Block,Lounge,"Continental, American, Chinese, BBQ, Salad",1000,0,BTM,1
1,0,JP Nagar,Beverage Shop,"Beverages, Juices",100,0,BTM,1
1,0,HSR,Quick Bites,South Indian,200,0,BTM,0
1,0,Jayanagar,Quick Bites,"Fast Food, Beverages",200,0,BTM,1
1,0,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",300,0,BTM,0
1,0,HSR,Delivery,North Indian,800,0,BTM,0
1,0,other,Delivery,"Biryani, South Indian, Fast Food, Rolls, Kebab, North Indian",300,0,BTM,0
1,0,Koramangala 6th Block,Delivery,"Rolls, BBQ, Kebab",350,0,BTM,0
1,0,BTM,Casual Dining,"Andhra, North Indian",700,0,BTM,0
1,0,other,Dessert Parlor,Ice Cream,150,0,BTM,0
0,1,Koramangala 5th Block,Lounge,"Continental, North Indian",1400,0,BTM,1
1,0,BTM,Quick Bites,"North Indian, South Indian",250,0,BTM,0
1,0,HSR,"Takeaway, Delivery",North Indian,400,0,BTM,0
1,0,BTM,Quick Bites,"Kerala, South Indian",300,0,BTM,0
1,0,Koramangala 5th Block,Cafe,"Cafe, Desserts, Beverages",700,0,BTM,1
1,0,Koramangala 1st Block,Cafe,Cafe,500,0,BTM,1
1,0,JP Nagar,Casual Dining,"Chinese, North Indian, Mughlai",600,0,BTM,1
1,0,Jayanagar,Quick Bites,"Fast Food, Tea",200,0,BTM,1
1,0,JP Nagar,Casual Dining,"Chinese, North Indian",600,0,BTM,1
1,0,BTM,Beverage Shop,"Beverages, Tea",100,0,BTM,0
1,0,Koramangala 5th Block,Casual Dining,"North Indian, South Indian, Chinese",400,0,BTM,1
1,0,other,Delivery,North Indian,400,0,BTM,1
1,0,HSR,"Takeaway, Delivery","American, Fast Food",300,0,BTM,0
1,0,BTM,Quick Bites,"Kebab, Biryani",300,0,BTM,0
1,0,Jayanagar,Casual Dining,"North Indian, Chinese, Continental",600,0,BTM,0
1,0,Bannerghatta Road,Quick Bites,Biryani,300,0,BTM,0
1,0,HSR,Quick Bites,"Fast Food, North Indian",200,0,BTM,0
0,0,Koramangala 5th Block,Quick Bites,"Mexican, Fast Food",400,0,BTM,1
0,0,Koramangala 5th Block,Casual Dining,"North Indian, Chinese, Biryani",500,0,BTM,1
0,0,Jayanagar,Casual Dining,"North Indian, BBQ, Kebab, Rolls",550,0,BTM,1
1,1,JP Nagar,Casual Dining,"Continental, Chinese, North Indian, Asian, Healthy Food, Fast Food",800,0,BTM,0
0,1,Koramangala 4th Block,Cafe,"Cafe, Continental, Healthy Food, Sandwich, Pizza, Desserts, Beverages",800,0,BTM,1
1,0,JP Nagar,Casual Dining,"South Indian, Seafood, North Indian, Beverages",600,0,BTM,1
0,1,Koramangala 5th Block,Cafe,"Cafe, Continental, Mediterranean, Beverages",900,0,BTM,1
0,0,Koramangala 4th Block,Casual Dining,"Chettinad, South Indian",650,0,BTM,1
0,1,Koramangala 4th Block,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",800,0,BTM,1
0,0,Koramangala 5th Block,Casual Dining,"South Indian, North Indian, Chinese",650,0,BTM,1
0,0,Koramangala 5th Block,Quick Bites,"Street Food, Fast Food",150,0,BTM,1
1,0,Bannerghatta Road,Casual Dining,"Mexican, American",800,0,BTM,0
1,0,HSR,Quick Bites,"North Indian, Chinese",500,0,BTM,1
0,0,other,Bar,"North Indian, Chinese",1500,0,BTM,1
1,0,Koramangala 5th Block,Cafe,"Cafe, Continental, Beverages",500,0,BTM,1
0,1,Koramangala 7th Block,Casual Dining,North Indian,650,0,BTM,1
0,0,Koramangala 7th Block,Beverage Shop,"Beverages, Juices",350,0,BTM,1
0,0,other,Delivery,"North Indian, South Indian",200,0,BTM,1
0,0,Jayanagar,Quick Bites,"Fast Food, Street Food",200,0,BTM,1
0,0,Jayanagar,Quick Bites,"North Indian, BBQ",400,0,BTM,1
0,0,HSR,Casual Dining,"North Indian, Chinese",600,0,BTM,0
0,0,Jayanagar,Casual Dining,"North Indian, Biryani, Chinese",800,0,BTM,1
1,0,Bannerghatta Road,Quick Bites,"South Indian, Kerala, Biryani",400,0,BTM,0
0,0,Koramangala 5th Block,Mess,North Indian,150,0,BTM,1
0,0,Koramangala 7th Block,Quick Bites,Biryani,200,0,BTM,0
0,0,other,Quick Bites,"Biryani, Chinese",250,0,BTM,1
0,0,other,Quick Bites,"North Indian, Chinese",300,0,BTM,0
0,0,other,Beverage Shop,Beverages,200,0,BTM,0
0,0,Bannerghatta Road,Food Court,"Desserts, Ice Cream",200,0,BTM,0
0,0,other,Quick Bites,"Chinese, North Indian, Biryani",150,0,BTM,0
0,0,Bannerghatta Road,"Takeaway, Delivery","Bakery, Desserts",800,0,BTM,1
1,0,Rajajinagar,Quick Bites,"North Indian, Kebab",250,0,BTM,0
0,0,Bannerghatta Road,Quick Bites,"Chinese, North Indian, Biryani",350,0,BTM,0
0,0,Bannerghatta Road,other,"Cafe, Bakery",700,0,BTM,1
0,0,Koramangala 1st Block,Quick Bites,North Indian,300,0,BTM,0
0,0,Koramangala 5th Block,Mess,"Andhra, Biryani",300,0,BTM,0
0,0,Koramangala 5th Block,Mess,"North Indian, Bengali",300,0,BTM,1
0,0,Bannerghatta Road,Food Court,"Juices, Pizza",500,0,BTM,0
0,0,Koramangala 7th Block,other,Desserts,150,0,BTM,1
0,0,HSR,Delivery,"Biryani, North Indian, Italian, Chinese, Sandwich, Desserts",500,0,BTM,0
0,0,HSR,Quick Bites,Chinese,250,0,BTM,0
0,0,JP Nagar,"Bakery, Quick Bites","Bakery, Fast Food, Italian",600,0,BTM,0
0,0,Jayanagar,Quick Bites,South Indian,200,0,BTM,1
0,0,HSR,Quick Bites,"Rolls, Sandwich",300,0,BTM,0
0,0,JP Nagar,Quick Bites,North Indian,300,0,BTM,0
0,0,Koramangala 7th Block,Delivery,Street Food,300,0,BTM,1
0,0,Koramangala 4th Block,Dessert Parlor,"Desserts, Paan",100,0,BTM,0
0,0,HSR,Quick Bites,"North Indian, Chinese",400,0,BTM,0
0,0,JP Nagar,Quick Bites,South Indian,150,0,BTM,0
0,0,JP Nagar,Dessert Parlor,"Bakery, Desserts",200,0,BTM,1
0,0,other,Delivery,Andhra,300,0,BTM,0
0,0,JP Nagar,"Bakery, Quick Bites",Bakery,400,0,BTM,0
0,0,Bannerghatta Road,Sweet Shop,"Mithai, Desserts",150,0,BTM,0
0,0,Bannerghatta Road,Food Court,"Seafood, Mangalorean, Kerala",600,0,BTM,0
0,0,Bannerghatta Road,Bakery,Bakery,300,0,BTM,0
0,0,Koramangala 7th Block,other,"Bakery, Desserts",350,0,BTM,0
0,0,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese",250,0,BTM,0
0,0,Jayanagar,"Beverage Shop, Quick Bites","Beverages, Fast Food",150,0,BTM,0
0,0,JP Nagar,Quick Bites,"Fast Food, Tea",150,0,BTM,0
0,0,JP Nagar,Quick Bites,"North Indian, Street Food",250,0,BTM,0
0,0,Bannerghatta Road,Cafe,"Cafe, Healthy Food",400,0,BTM,0
0,0,other,Delivery,"Fast Food, Desserts",200,0,BTM,0
0,0,other,Quick Bites,Chinese,350,0,BTM,0
0,0,other,Quick Bites,South Indian,200,0,BTM,1
0,0,JP Nagar,Bakery,"Bakery, Desserts",300,0,BTM,1
0,0,Jayanagar,Quick Bites,"North Indian, Chinese",300,0,BTM,0
0,0,JP Nagar,"Takeaway, Delivery",Seafood,300,0,BTM,0
0,0,Bannerghatta Road,Quick Bites,"Biryani, Fast Food",100,0,BTM,0
0,0,HSR,Quick Bites,"North Indian, Chinese",300,0,BTM,0
0,0,Jayanagar,Sweet Shop,Mithai,250,0,BTM,0
0,0,Bannerghatta Road,Bakery,Bakery,400,0,BTM,0
0,0,Jayanagar,Casual Dining,"Chinese, North Indian",500,0,BTM,0
0,0,Koramangala 7th Block,"Takeaway, Delivery",Desserts,550,0,BTM,0
0,0,JP Nagar,Casual Dining,"Biryani, North Indian",800,0,BTM,0
0,0,HSR,Cafe,"Cafe, North Indian, Continental",500,0,BTM,0
0,0,Bannerghatta Road,"Takeaway, Delivery","South Indian, Street Food, Tea",200,0,BTM,0
0,0,Koramangala 1st Block,Quick Bites,"Andhra, Chinese, North Indian",600,0,BTM,0
0,0,Bannerghatta Road,"Takeaway, Delivery",Street Food,200,0,BTM,0
0,0,other,Delivery,North Indian,400,0,BTM,0
0,0,HSR,Quick Bites,"Fast Food, Beverages",300,0,BTM,0
0,0,JP Nagar,Casual Dining,North Indian,600,0,BTM,0
0,0,other,Bakery,Bakery,400,0,BTM,0
0,0,Bannerghatta Road,Quick Bites,South Indian,250,0,BTM,0
0,0,Bannerghatta Road,Casual Dining,North Indian,500,0,BTM,0
0,0,Koramangala 5th Block,Quick Bites,"Seafood, Fast Food",400,0,BTM,0
0,0,HSR,Delivery,North Indian,450,0,BTM,0
0,0,other,Delivery,"North Indian, Fast Food",469,0,BTM,0
0,0,other,Quick Bites,"South Indian, Chinese",250,0,BTM,0
0,0,other,Quick Bites,"North Indian, South Indian, Chinese",200,0,BTM,0
0,0,Koramangala 5th Block,Quick Bites,"Momos, Fast Food",300,0,BTM,0
0,0,Koramangala 5th Block,Mess,Andhra,300,0,BTM,0
0,0,HSR,Delivery,"North Indian, Chinese",300,0,BTM,0
0,0,other,Casual Dining,"South Indian, North Indian, Chinese, Desserts, Fast Food, Ice Cream",400,0,BTM,0
0,0,Bannerghatta Road,"Takeaway, Delivery","Chinese, North Indian",300,0,BTM,0
0,0,Koramangala 1st Block,Cafe,Cafe,400,0,BTM,0
1,0,Jayanagar,Quick Bites,"Fast Food, Pizza, Desserts",300,0,BTM,0
0,0,other,Delivery,"Healthy Food, North Indian",300,0,BTM,1
0,0,Bannerghatta Road,Delivery,"Biryani, North Indian",700,0,BTM,0
0,0,Koramangala 5th Block,Delivery,"North Indian, South Indian",400,0,BTM,0
0,0,Bannerghatta Road,Cafe,Cafe,700,0,BTM,1
0,0,Bannerghatta Road,Delivery,"North Indian, Biryani",500,0,BTM,0
0,0,HSR,Casual Dining,"North Indian, Mughlai, Biryani",700,0,BTM,0
0,0,Bannerghatta Road,Food Court,"Chinese, North Indian, Fast Food",400,0,BTM,0
0,0,Koramangala 6th Block,Quick Bites,"Chinese, Kerala, North Indian, South Indian",350,0,BTM,1
0,0,JP Nagar,Delivery,"North Indian, South Indian",400,0,BTM,1
0,0,Koramangala 5th Block,Quick Bites,Chinese,200,0,BTM,0
0,0,Koramangala 5th Block,Quick Bites,"Pizza, Italian",500,0,BTM,0
0,0,HSR,Casual Dining,"North Indian, Chinese",450,0,BTM,0
0,0,HSR,Delivery,North Indian,300,0,BTM,0
0,0,Koramangala 7th Block,Delivery,Bakery,250,0,BTM,0
0,0,Bannerghatta Road,Quick Bites,"North Indian, Street Food, Juices",200,0,BTM,0
0,0,Koramangala 7th Block,Quick Bites,"South Indian, Biryani",300,0,BTM,0
0,0,Koramangala 5th Block,Quick Bites,"Fast Food, Juices",200,0,BTM,0
0,0,Koramangala 5th Block,Quick Bites,"American, Fast Food",250,0,BTM,1
0,0,HSR,Quick Bites,"Juices, Beverages, Fast Food",250,0,BTM,0
0,0,Jayanagar,Quick Bites,"Chinese, Momos",300,0,BTM,1
0,0,Koramangala 7th Block,"Takeaway, Delivery","North Indian, Chinese",400,0,BTM,0
0,0,Koramangala 5th Block,Dessert Parlor,"Ice Cream, Beverages, Desserts",400,0,BTM,1
0,0,other,Quick Bites,"Andhra, North Indian",400,0,BTM,0
0,0,Koramangala 5th Block,Quick Bites,"Juices, Fast Food",150,0,BTM,0
0,0,JP Nagar,Quick Bites,Fast Food,250,0,BTM,0
0,0,HSR,Quick Bites,"South Indian, Biryani",250,0,BTM,0
0,0,Jayanagar,Quick Bites,Biryani,200,0,BTM,0
0,0,HSR,Delivery,North Indian,150,0,BTM,0
0,0,HSR,"Takeaway, Delivery","Bakery, Desserts",600,0,BTM,0
0,0,Bannerghatta Road,Quick Bites,South Indian,200,0,BTM,0
0,0,Bannerghatta Road,Cafe,"Cafe, Fast Food, Desserts",400,0,BTM,1
0,0,HSR,Quick Bites,"North Indian, Chinese, Biryani",400,0,BTM,0
0,0,Koramangala 5th Block,Quick Bites,"Awadhi, Bihari, Fast Food, Ice Cream, Mithai",200,0,BTM,1
0,0,Electronic City,Delivery,"North Indian, South Indian, Chinese",250,0,BTM,0
0,0,other,Quick Bites,"Chinese, Sandwich, Juices",200,0,BTM,0
0,0,JP Nagar,Bakery,Bakery,350,0,BTM,0
0,0,other,Delivery,Desserts,400,0,BTM,0
0,0,Koramangala 4th Block,other,"Desserts, Ice Cream, Beverages",300,0,BTM,0
0,0,Koramangala 7th Block,Delivery,"North Indian, Chinese",500,0,BTM,0
0,0,HSR,Delivery,South Indian,200,0,BTM,0
0,0,other,Delivery,"South Indian, Rajasthani",300,0,BTM,0
0,0,Koramangala 7th Block,Quick Bites,"North Indian, Chinese",300,0,BTM,0
0,0,HSR,"Takeaway, Delivery",Pizza,500,0,BTM,0
0,0,Koramangala 5th Block,other,"Desserts, Fast Food",400,0,BTM,1
0,0,Bannerghatta Road,Quick Bites,Fast Food,300,0,BTM,0
0,0,Bannerghatta Road,Quick Bites,"North Indian, Mughlai",400,0,BTM,0
0,0,JP Nagar,Bakery,"Bakery, Fast Food",600,0,BTM,0
0,0,other,Quick Bites,"North Indian, Street Food",200,0,BTM,0
0,0,Bannerghatta Road,"Takeaway, Delivery","South Indian, North Indian, Chinese",300,0,BTM,0
0,0,Koramangala 5th Block,Quick Bites,"Chinese, North Indian",250,0,BTM,1
0,0,Koramangala 1st Block,Delivery,"Biryani, Chettinad, Kerala, Maharashtrian, North Indian",400,0,BTM,0
0,0,Koramangala 5th Block,Casual Dining,"Kerala, North Indian, Chinese",700,0,BTM,0
0,0,HSR,Quick Bites,"North Indian, South Indian",300,0,BTM,0
0,0,Koramangala 1st Block,Quick Bites,"North Indian, Chinese, Kerala",400,0,BTM,0
0,0,Bannerghatta Road,Food Court,Street Food,200,0,BTM,0
0,0,Jayanagar,Casual Dining,"North Indian, Chinese",900,0,BTM,1
0,0,other,Quick Bites,"North Indian, Chinese",300,0,BTM,0
0,0,other,Delivery,"North Indian, South Indian",400,0,BTM,0
0,0,BTM,Quick Bites,Fast Food,400,0,BTM,0
1,0,Koramangala 7th Block,Cafe,"Cafe, Desserts",300,0,BTM,0
1,0,Koramangala 5th Block,Quick Bites,"Fast Food, Beverages",150,0,BTM,0
1,0,BTM,Delivery,Rolls,300,0,BTM,0
1,0,HSR,Quick Bites,"Biryani, Chinese",250,0,BTM,1
1,0,BTM,Quick Bites,"Fast Food, North Indian, Rolls",250,0,BTM,1
0,0,Jayanagar,Casual Dining,South Indian,400,0,BTM,0
1,0,Koramangala 7th Block,Cafe,"Cafe, American, Italian, Beverages",700,0,BTM,1
1,0,other,Quick Bites,North Indian,300,0,BTM,0
0,0,Koramangala 5th Block,Beverage Shop,Beverages,300,0,BTM,0
1,0,Koramangala 6th Block,Delivery,"North Indian, Chinese",600,0,BTM,0
1,0,BTM,Quick Bites,"Chinese, Biryani",400,0,BTM,0
1,0,Koramangala 5th Block,Quick Bites,Fast Food,300,0,BTM,0
1,0,Bannerghatta Road,Quick Bites,"Fast Food, Burger, Sandwich, Street Food",250,0,BTM,0
1,0,BTM,Quick Bites,Sandwich,100,0,BTM,1
1,0,other,Beverage Shop,"Beverages, Fast Food",250,0,BTM,1
1,0,Bannerghatta Road,Quick Bites,South Indian,150,0,BTM,1
1,0,BTM,Beverage Shop,"Beverages, Healthy Food",250,0,BTM,0
1,0,HSR,Beverage Shop,Beverages,100,0,BTM,0
1,0,Bannerghatta Road,Casual Dining,"North Indian, Chinese",600,0,BTM,0
1,0,HSR,Casual Dining,"North Indian, Chinese, Mughlai",800,0,BTM,0
1,0,Bannerghatta Road,Casual Dining,"North Indian, Biryani, Chinese, Seafood",550,0,BTM,0
1,0,Koramangala 1st Block,Quick Bites,Kerala,200,0,BTM,0
1,0,Bannerghatta Road,Quick Bites,"Chinese, Tibetan, North Indian, Momos",200,0,BTM,0
1,0,Koramangala 4th Block,Quick Bites,"Fast Food, Rolls, Juices",200,0,BTM,0
1,0,BTM,Beverage Shop,Beverages,150,0,BTM,1
1,0,Jayanagar,Quick Bites,"North Indian, Chinese",400,0,BTM,0
1,0,JP Nagar,Casual Dining,"South Indian, North Indian, Chinese",400,0,BTM,1
1,1,Koramangala 4th Block,"Casual Dining, Bar","European, American, Continental, North Indian, Steak",1500,0,BTM,1
1,0,HSR,Cafe,"Cafe, Chinese, Continental",500,0,BTM,1
1,0,Koramangala 5th Block,Quick Bites,"Tibetan, Asian, Momos",500,0,BTM,1
1,0,Jayanagar,Sweet Shop,"Mithai, Street Food",200,0,BTM,0
1,0,other,Quick Bites,"North Indian, Chinese, Bengali",500,0,BTM,0
1,0,Koramangala 4th Block,Delivery,Chinese,200,0,BTM,0
1,0,JP Nagar,Quick Bites,"Chinese, North Indian",300,0,BTM,0
1,0,Koramangala 6th Block,"Takeaway, Delivery",Fast Food,500,0,BTM,0
1,0,JP Nagar,Delivery,North Indian,500,0,BTM,0
1,0,Jayanagar,"Bakery, Quick Bites","Desserts, Bakery",550,0,BTM,0
1,0,HSR,"Takeaway, Delivery","Burger, Fast Food, Finger Food",300,0,BTM,0
1,0,other,Quick Bites,"North Indian, South Indian, Chinese",300,0,BTM,0
1,0,other,Quick Bites,Fast Food,250,0,BTM,0
1,0,BTM,Quick Bites,"North Indian, BBQ",350,0,BTM,0
1,0,BTM,"Takeaway, Delivery",Biryani,300,0,BTM,0
1,0,JP Nagar,"Takeaway, Delivery","North Indian, Arabian",300,0,BTM,0
1,0,JP Nagar,"Takeaway, Delivery",Fast Food,300,0,BTM,0
1,0,HSR,Quick Bites,Street Food,100,0,BTM,1
1,0,BTM,Quick Bites,"South Indian, Biryani",300,0,BTM,1
1,0,HSR,Quick Bites,"North Indian, Mithai",250,0,BTM,0
1,0,BTM,Quick Bites,"North Indian, Chinese, Fast Food",350,0,BTM,0
1,0,Koramangala 1st Block,Quick Bites,"South Indian, North Indian",250,0,BTM,0
1,0,Koramangala 1st Block,other,"North Indian, Bihari",250,0,BTM,0
1,0,Koramangala 1st Block,Sweet Shop,"Mithai, Desserts",100,0,BTM,1
1,0,Koramangala 5th Block,Sweet Shop,"Mithai, Oriya, Bengali",150,0,BTM,1
1,0,JP Nagar,Cafe,"Cafe, American, Continental, Italian",500,0,BTM,1
1,0,other,Quick Bites,"Chinese, Rolls, Momos",250,0,BTM,0
1,0,BTM,Quick Bites,Biryani,300,0,BTM,0
1,0,HSR,Casual Dining,"Beverages, North Indian, Chinese, Italian",900,0,BTM,1
1,0,BTM,Quick Bites,"North Indian, Chinese",400,0,BTM,0
1,0,BTM,Quick Bites,Fast Food,150,0,BTM,0
1,0,Jayanagar,Quick Bites,Fast Food,400,0,BTM,0
1,0,Bannerghatta Road,Quick Bites,"Kerala, Chinese, South Indian",300,0,BTM,0
1,0,Koramangala 1st Block,Quick Bites,"South Indian, Chinese",150,0,BTM,1
1,0,HSR,Quick Bites,"Fast Food, Beverages",400,0,BTM,1
1,0,Koramangala 1st Block,Bakery,"Bakery, Desserts",200,0,BTM,0
1,0,Koramangala 4th Block,"Takeaway, Delivery","North Indian, South Indian, Chinese, Andhra, Fast Food",400,0,BTM,0
1,0,BTM,"Takeaway, Delivery",North Indian,300,0,BTM,1
1,0,BTM,Delivery,"North Indian, South Indian",400,0,BTM,0
1,0,other,Quick Bites,"North Indian, Chinese, Biryani",300,0,BTM,0
1,0,Koramangala 5th Block,Quick Bites,"Chinese, North Indian, Continental",200,0,BTM,1
1,0,BTM,Cafe,"Cafe, Continental, Pizza, Italian, Beverages",400,0,BTM,0
1,0,Bannerghatta Road,Quick Bites,Fast Food,200,0,BTM,0
1,0,BTM,Quick Bites,Chinese,500,0,BTM,0
1,1,HSR,Casual Dining,"North Indian, Mughlai, Chinese, South Indian",900,0,BTM,1
0,0,BTM,Dessert Parlor,"Bakery, Desserts",400,2,BTM,1
1,0,BTM,Dessert Parlor,"Desserts, Beverages",300,2,BTM,1
1,0,BTM,Dessert Parlor,"Desserts, Beverages",400,2,BTM,1
1,0,BTM,other,Beverages,300,2,BTM,1
1,0,BTM,Bakery,"Bakery, Desserts, Beverages",450,2,BTM,1
1,0,BTM,Delivery,"Healthy Food, North Indian, Biryani, Continental, Desserts",500,2,BTM,1
1,0,BTM,Cafe,"Cafe, Burger, Rolls, Beverages",400,2,BTM,1
1,0,BTM,other,"Desserts, Beverages",300,2,BTM,1
1,0,BTM,other,"Mithai, Street Food, Fast Food",200,2,BTM,1
1,0,BTM,Sweet Shop,"Mithai, Street Food",400,2,BTM,1
1,0,BTM,other,"Street Food, Mithai",200,2,BTM,0
1,0,BTM,Beverage Shop,Beverages,200,2,BTM,1
1,0,BTM,other,"Beverages, Desserts, Ice Cream",400,2,BTM,1
0,0,BTM,other,"Street Food, Mithai",150,2,BTM,1
1,0,BTM,Dessert Parlor,"Desserts, Beverages",300,2,BTM,1
1,0,BTM,Bakery,"Bakery, Desserts",500,2,BTM,1
0,0,BTM,Bakery,"Bakery, Desserts",500,2,BTM,1
1,0,BTM,Dessert Parlor,Ice Cream,250,2,BTM,1
1,0,BTM,Delivery,Bakery,500,2,BTM,1
1,0,BTM,other,"Mithai, North Indian, Street Food, Chinese",400,2,BTM,1
1,0,BTM,Dessert Parlor,"Ice Cream, Desserts",450,2,BTM,1
1,0,BTM,Casual Dining,"North Indian, Chinese, Beverages",800,2,BTM,1
1,0,BTM,Bakery,Bakery,400,2,BTM,0
1,0,BTM,Bakery,"Bakery, Desserts",500,2,BTM,1
0,0,BTM,other,"Fast Food, Desserts, Ice Cream",300,2,BTM,1
1,0,BTM,other,"Cafe, Bakery",500,2,BTM,1
0,0,BTM,Sweet Shop,"Mithai, Fast Food",300,2,BTM,1
1,0,BTM,Bakery,"Bakery, Desserts",300,2,BTM,0
0,0,BTM,"Bakery, Quick Bites","Bakery, Street Food",200,2,BTM,1
0,0,BTM,other,"Mithai, Street Food",200,2,BTM,0
0,0,BTM,other,"Desserts, Street Food, Mithai",200,2,BTM,1
0,0,BTM,Bakery,Bakery,200,2,BTM,1
0,0,BTM,Dessert Parlor,Ice Cream,200,2,BTM,0
0,0,BTM,other,"Street Food, Mithai",200,2,BTM,1
1,0,BTM,Dessert Parlor,Desserts,300,2,BTM,1
