,online_order,book_table,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),target
49273,1,1,Bellandur,Casual Dining,"Chinese, Asian, Momos",600,1,Sarjapur Road,1
49274,1,0,Bellandur,Cafe,"Cafe, Bakery, Italian",650,1,Sarjapur Road,1
49275,1,0,Bellandur,Quick Bites,"North Indian, Chinese",500,1,Sarjapur Road,0
49276,1,0,Bellandur,Quick Bites,North Indian,200,1,Sarjapur Road,1
49277,1,0,Bellandur,Casual Dining,"Arabian, North Indian, Seafood, Chinese, Biryani",800,1,Sarjapur Road,0
49278,1,0,Bellandur,Quick Bites,"South Indian, North Indian, Chinese",300,1,Sarjapur Road,1
49279,1,0,Bellandur,Mess,"Kerala, Biryani, South Indian",300,1,Sarjapur Road,1
49280,1,0,Bellandur,Quick Bites,"North Indian, Chinese, Juices",500,1,Sarjapur Road,1
49281,1,0,Bellandur,Quick Bites,"North Indian, Chinese",300,1,Sarjapur Road,1
49282,0,0,Bellandur,Mess,"Biryani, South Indian",250,1,Sarjapur Road,0
49283,1,0,Bellandur,Casual Dining,"North Indian, Biryani, Chinese",550,1,Sarjapur Road,1
49284,1,0,Bellandur,other,"Beverages, Fast Food",500,1,Sarjapur Road,0
49285,1,0,Bellandur,Quick Bites,Biryani,400,1,Sarjapur Road,1
49286,0,0,Bellandur,Quick Bites,"Andhra, Biryani",400,1,Sarjapur Road,1
49287,1,0,Bellandur,Casual Dining,"Biryani, Hyderabadi, Chinese, North Indian",800,1,Sarjapur Road,0
49288,1,0,Bellandur,Quick Bites,"Rajasthani, North Indian",300,1,Sarjapur Road,0
49289,0,0,Bellandur,Mess,"Andhra, South Indian",300,1,Sarjapur Road,0
49290,1,0,Bellandur,Casual Dining,"North Indian, Chinese, Biryani",600,1,Sarjapur Road,0
49291,1,0,Bellandur,Casual Dining,"North Indian, Mughlai, Chinese, Arabian, Kerala",500,1,Sarjapur Road,0
49292,1,0,Bellandur,Quick Bites,North Indian,200,1,Sarjapur Road,1
49293,0,0,Bellandur,Casual Dining,"North Indian, Italian, Chinese, Asian",1000,1,Sarjapur Road,0
49294,0,0,Bellandur,Cafe,Cafe,500,1,Sarjapur Road,1
49295,1,0,Bellandur,Quick Bites,North Indian,300,1,Sarjapur Road,0
49296,1,0,Bellandur,Quick Bites,"North Indian, Biryani, Fast Food",500,1,Sarjapur Road,1
49297,1,0,Bellandur,Quick Bites,North Indian,400,1,Sarjapur Road,0
49298,1,0,Bellandur,Quick Bites,"North Indian, Street Food, Desserts, Chinese",400,1,Sarjapur Road,1
49299,1,0,Bellandur,Quick Bites,"South Indian, North Indian, Chinese",300,1,Sarjapur Road,1
49300,1,0,Bellandur,other,"North Indian, Street Food, Mithai",250,1,Sarjapur Road,0
49301,1,0,Bellandur,"Beverage Shop, Quick Bites","Fast Food, Beverages",250,1,Sarjapur Road,1
49302,0,0,Bellandur,Casual Dining,"North Indian, Chinese, Biryani",400,1,Sarjapur Road,0
49303,1,0,Bellandur,other,"Bakery, Desserts",500,1,Sarjapur Road,1
49304,1,0,Bellandur,Quick Bites,North Indian,300,1,Sarjapur Road,1
49305,0,0,Bellandur,Casual Dining,"Andhra, Biryani, Chinese, North Indian",600,1,Sarjapur Road,1
49306,1,0,Bellandur,Quick Bites,"North Indian, Chinese",400,1,Sarjapur Road,0
49307,0,0,Bellandur,Cafe,"Cafe, Desserts",700,1,Sarjapur Road,1
49308,0,0,Bellandur,Casual Dining,"North Indian, Biryani, Chinese",600,1,Sarjapur Road,1
49309,0,0,Bellandur,Pub,"North Indian, Chinese",1000,1,Sarjapur Road,0
49310,0,1,Marathahalli,Lounge,"European, French, North Indian",2500,1,Sarjapur Road,1
49311,1,0,Bellandur,Quick Bites,Kerala,200,1,Sarjapur Road,1
49312,1,0,Bellandur,Quick Bites,"South Indian, North Indian, Chinese",400,1,Sarjapur Road,1
49313,1,0,Bellandur,Quick Bites,"Burger, Fast Food",500,1,Sarjapur Road,1
49314,1,0,Bellandur,Quick Bites,Biryani,200,1,Sarjapur Road,0
49315,1,0,Bellandur,Quick Bites,"Desserts, Ice Cream",250,1,Sarjapur Road,1
49316,1,0,Bellandur,Quick Bites,"North Indian, Mughlai, Biryani, Chinese",450,1,Sarjapur Road,0
49317,0,0,Bellandur,Mess,"South Indian, North Indian",300,1,Sarjapur Road,0
49318,0,0,Bellandur,Cafe,Cafe,400,1,Sarjapur Road,1
49319,1,0,Bellandur,other,"Tea, Fast Food, Cafe",400,1,Sarjapur Road,0
49320,0,0,Bellandur,Food Court,North Indian,350,1,Sarjapur Road,0
49321,0,0,Bellandur,Casual Dining,"Andhra, South Indian, Chinese, North Indian",800,1,Sarjapur Road,0
49322,1,0,Bellandur,Casual Dining,"North Indian, Mughlai, Biryani, Chinese",550,1,Sarjapur Road,0
49323,0,0,Bellandur,Food Court,"Fast Food, Rolls",150,1,Sarjapur Road,0
49324,1,0,Bellandur,Quick Bites,"Fast Food, Street Food",350,1,Sarjapur Road,0
49325,0,0,Bellandur,Quick Bites,Fast Food,200,1,Sarjapur Road,1
49326,1,0,Bellandur,Beverage Shop,"Juices, Fast Food",200,1,Sarjapur Road,1
49327,1,0,Bellandur,Quick Bites,"North Indian, Chinese, Biryani, South Indian",300,1,Sarjapur Road,1
49328,0,0,Bellandur,Casual Dining,"Chinese, Italian, North Indian",700,1,Sarjapur Road,1
49329,1,0,Bellandur,Cafe,"Cafe, Continental, Tea",500,1,Sarjapur Road,0
49330,0,0,Bellandur,Food Court,"Mexican, Tex-Mex",330,1,Sarjapur Road,0
49331,1,0,Bellandur,Quick Bites,"North Indian, Biryani, South Indian",400,1,Sarjapur Road,1
49332,0,0,Bellandur,Food Court,Continental,1000,1,Sarjapur Road,0
49333,0,0,Bellandur,Casual Dining,"Andhra, Chettinad",700,1,Sarjapur Road,1
49334,1,0,Bellandur,Casual Dining,North Indian,550,1,Sarjapur Road,0
49335,1,0,Bellandur,Quick Bites,Street Food,200,1,Sarjapur Road,0
49336,1,0,Bellandur,Quick Bites,North Indian,300,1,Sarjapur Road,0
49337,1,0,Bellandur,Quick Bites,North Indian,400,1,Sarjapur Road,1
49338,0,0,Bellandur,"Bakery, Quick Bites","Bakery, Fast Food, Italian",600,1,Sarjapur Road,1
49339,0,0,Bellandur,Quick Bites,"Andhra, Biryani",400,1,Sarjapur Road,0
49340,1,0,Sarjapur Road,Quick Bites,"North Indian, Chinese, Biryani",400,1,Sarjapur Road,1
49341,1,0,Bellandur,Casual Dining,"Andhra, Biryani, North Indian",900,1,Sarjapur Road,1
49342,1,0,Bellandur,"Casual Dining, Bar","North Indian, South Indian, Andhra",500,1,Sarjapur Road,1
49343,1,0,Bellandur,Casual Dining,"North Indian, Chinese",500,1,Sarjapur Road,0
49344,1,0,Bellandur,Casual Dining,"North Indian, Chinese, Hyderabadi, Biryani",600,1,Sarjapur Road,1
49345,1,0,Bellandur,Quick Bites,"Kerala, Seafood, Biryani, South Indian",350,1,Sarjapur Road,1
49346,1,0,Bellandur,Quick Bites,"South Indian, North Indian",300,1,Sarjapur Road,0
49347,1,0,Bellandur,Quick Bites,"Kebab, Biryani",250,1,Sarjapur Road,1
49348,0,0,Bellandur,Casual Dining,"Chinese, South Indian, North Indian, Biryani",700,1,Sarjapur Road,1
49349,0,0,Bellandur,Bakery,Bakery,400,1,Sarjapur Road,1
49350,1,0,Bellandur,Casual Dining,Chinese,800,1,Sarjapur Road,0
49351,1,0,Bellandur,Casual Dining,"Thai, Asian",550,1,Sarjapur Road,0
49352,1,0,Bellandur,Quick Bites,"North Indian, Chinese",400,1,Sarjapur Road,0
49353,1,0,Bellandur,other,"Roast Chicken, Burger",400,1,Sarjapur Road,1
49354,1,0,Bellandur,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,1,Sarjapur Road,1
49355,0,0,Bellandur,Cafe,Cafe,500,1,Sarjapur Road,1
49356,0,0,Bellandur,Cafe,"Fast Food, Street Food, Beverages",400,1,Sarjapur Road,1
49357,0,0,Bellandur,Casual Dining,North Indian,700,1,Sarjapur Road,0
49358,1,0,Bellandur,Casual Dining,Fast Food,600,1,Sarjapur Road,0
49359,0,0,Bellandur,Quick Bites,"Andhra, North Indian",700,1,Sarjapur Road,1
49360,1,0,Bellandur,Quick Bites,Arabian,150,1,Sarjapur Road,0
49361,1,0,Bellandur,Quick Bites,"Healthy Food, Salad",600,1,Sarjapur Road,1
49362,0,0,Bellandur,Quick Bites,Street Food,100,1,Sarjapur Road,1
49363,0,0,Bellandur,Food Court,Chinese,400,1,Sarjapur Road,0
49364,1,0,Bellandur,Quick Bites,South Indian,300,1,Sarjapur Road,1
49365,0,0,Bellandur,Casual Dining,North Indian,450,1,Sarjapur Road,0
49366,0,0,Bellandur,Quick Bites,"Biryani, North Indian",500,1,Sarjapur Road,0
49367,0,0,Bellandur,Quick Bites,"Fast Food, Rolls",100,1,Sarjapur Road,1
49368,1,0,Bellandur,Quick Bites,"Fast Food, Continental, Italian, Rolls, Sandwich",400,1,Sarjapur Road,0
49369,0,0,Bellandur,Quick Bites,"South Indian, Fast Food",300,1,Sarjapur Road,0
49370,1,0,Bellandur,Quick Bites,North Indian,400,1,Sarjapur Road,0
49371,1,0,Bellandur,Quick Bites,North Indian,200,1,Sarjapur Road,1
49372,1,0,Bellandur,Quick Bites,"North Indian, Chinese",600,1,Sarjapur Road,0
49373,0,0,Bellandur,Quick Bites,Fast Food,500,1,Sarjapur Road,0
49374,0,0,Bellandur,Mess,"South Indian, Chinese",350,1,Sarjapur Road,0
49375,0,0,Bellandur,Casual Dining,"North Indian, Chinese, Biryani, Mangalorean",500,1,Sarjapur Road,0
49376,0,0,Bellandur,other,"Mithai, Street Food, Fast Food",200,1,Sarjapur Road,0
49377,0,0,Bellandur,Casual Dining,"Lebanese, Turkish, BBQ, Burger",600,1,Sarjapur Road,1
49378,0,0,Bellandur,Food Court,"Chinese, Thai",400,1,Sarjapur Road,0
49379,0,0,Bellandur,Quick Bites,"Italian, Fast Food",400,1,Sarjapur Road,0
49380,1,0,Bellandur,Quick Bites,North Indian,400,1,Sarjapur Road,0
49381,0,0,Bellandur,Quick Bites,"Biryani, Chinese",400,1,Sarjapur Road,0
49382,1,0,Bellandur,Quick Bites,"North Indian, South Indian, Italian, Chinese, Fast Food",400,1,Sarjapur Road,1
49383,1,0,Bellandur,Quick Bites,"North Indian, Chinese",400,1,Sarjapur Road,1
49384,0,0,Bellandur,Quick Bites,"North Indian, Chinese, Biryani",500,1,Sarjapur Road,0
49385,1,0,Bellandur,Casual Dining,"North Indian, South Indian, Chinese",500,1,Sarjapur Road,0
49386,0,0,Bellandur,Quick Bites,"North Indian, Chinese",500,1,Sarjapur Road,0
49387,0,0,Bellandur,other,Street Food,300,1,Sarjapur Road,0
49388,0,0,Bellandur,Food Court,South Indian,250,1,Sarjapur Road,0
49389,0,0,Bellandur,Food Court,North Indian,300,1,Sarjapur Road,0
49390,0,0,Bellandur,Food Court,South Indian,400,1,Sarjapur Road,0
49391,0,0,Bellandur,Food Court,Chinese,500,1,Sarjapur Road,0
49392,1,0,Bellandur,Quick Bites,North Indian,300,1,Sarjapur Road,0
49393,1,0,Bellandur,Quick Bites,"North Indian, South Indian",300,1,Sarjapur Road,0
49394,0,0,Bellandur,Quick Bites,"Chinese, Biryani",250,1,Sarjapur Road,1
49395,0,0,Bellandur,Quick Bites,"North Indian, Chinese, Biryani",500,1,Sarjapur Road,0
49396,0,0,Bellandur,Food Court,"South Indian, Biryani",300,1,Sarjapur Road,0
49397,0,0,Bellandur,Quick Bites,South Indian,200,1,Sarjapur Road,0
49398,0,0,Bellandur,Food Court,"Continental, Pizza",500,1,Sarjapur Road,1
49399,0,0,Bellandur,Casual Dining,"North Indian, Biryani",800,1,Sarjapur Road,0
49400,0,0,Bellandur,Quick Bites,"North Indian, Chinese",400,1,Sarjapur Road,0
49401,0,0,Bellandur,Cafe,Cafe,500,1,Sarjapur Road,0
49402,0,0,Bellandur,other,"Fast Food, Rolls",100,1,Sarjapur Road,0
49403,0,0,Bellandur,Mess,South Indian,200,1,Sarjapur Road,0
49404,0,0,Bellandur,Casual Dining,"North Indian, South Indian, Biryani, Continental",550,1,Sarjapur Road,0
49405,0,0,Bellandur,Quick Bites,Chinese,250,1,Sarjapur Road,0
49406,0,0,Bellandur,other,Fast Food,300,1,Sarjapur Road,0
49407,0,0,Bellandur,Quick Bites,"South Indian, Biryani",200,1,Sarjapur Road,0
49408,0,0,Bellandur,Quick Bites,North Indian,200,1,Sarjapur Road,0
49409,0,0,Bellandur,Quick Bites,North Indian,200,1,Sarjapur Road,0
49410,1,0,Bellandur,Quick Bites,Fast Food,300,1,Sarjapur Road,0
49411,0,0,Bellandur,Quick Bites,South Indian,200,1,Sarjapur Road,1
49412,0,0,Bellandur,Quick Bites,"North Indian, Biryani, Desserts",300,1,Sarjapur Road,0
49413,0,0,Bellandur,other,Continental,500,1,Sarjapur Road,0
49414,0,0,Bellandur,Quick Bites,North Indian,500,1,Sarjapur Road,0
49415,0,0,Bellandur,other,"Fast Food, Rolls",200,1,Sarjapur Road,1
49416,0,0,Bellandur,Quick Bites,Fast Food,150,1,Sarjapur Road,0
49417,0,0,Bellandur,Quick Bites,South Indian,250,1,Sarjapur Road,1
49418,0,0,Bellandur,Quick Bites,South Indian,150,1,Sarjapur Road,0
49419,0,0,Bellandur,Quick Bites,"Fast Food, Street Food",400,1,Sarjapur Road,0
49420,0,0,Bellandur,Quick Bites,"North Indian, Chinese",400,1,Sarjapur Road,0
49421,0,0,Bellandur,Quick Bites,Fast Food,300,1,Sarjapur Road,0
49422,0,0,Bellandur,Quick Bites,"North Indian, Chinese",300,1,Sarjapur Road,0
49423,0,0,Bellandur,Quick Bites,Biryani,150,1,Sarjapur Road,0
49424,0,0,Bellandur,Food Court,"Bengali, Rolls, Chinese",400,1,Sarjapur Road,0
49425,0,0,Bellandur,Quick Bites,North Indian,400,1,Sarjapur Road,0
49426,0,0,Bellandur,Food Court,Fast Food,400,1,Sarjapur Road,1
49427,0,0,Bellandur,Quick Bites,"South Indian, North Indian",300,1,Sarjapur Road,0
49428,0,0,Bellandur,Quick Bites,"North Indian, Rolls",400,1,Sarjapur Road,0
49429,0,0,Bellandur,Quick Bites,"Fast Food, Beverages",400,1,Sarjapur Road,0
49430,0,0,Bellandur,Food Court,Kerala,150,1,Sarjapur Road,0
49431,0,0,Bellandur,Quick Bites,Biryani,400,1,Sarjapur Road,0
49432,0,0,Bellandur,Quick Bites,Fast Food,300,1,Sarjapur Road,0
49433,1,0,Bellandur,Quick Bites,North Indian,250,1,Sarjapur Road,0
49434,1,0,Bellandur,Quick Bites,"Street Food, North Indian",300,1,Sarjapur Road,0
49435,0,0,Bellandur,other,"North Indian, South Indian, Chinese",400,1,Sarjapur Road,0
49436,0,0,Bellandur,Quick Bites,Biryani,350,1,Sarjapur Road,1
49437,0,0,Bellandur,Quick Bites,North Indian,200,1,Sarjapur Road,0
49438,1,0,Bellandur,Quick Bites,"Asian, Chinese",350,1,Sarjapur Road,0
49439,1,0,Bellandur,Quick Bites,North Indian,800,1,Sarjapur Road,0
49440,1,0,Marathahalli,Quick Bites,"Chinese, North Indian",300,1,Sarjapur Road,1
49441,1,0,Bellandur,Casual Dining,North Indian,500,1,Sarjapur Road,1
49442,1,0,Bellandur,Quick Bites,"North Indian, Chinese",400,1,Sarjapur Road,0
49443,0,0,Bellandur,Casual Dining,"North Indian, Chinese",400,1,Sarjapur Road,0
49444,1,0,Bellandur,Casual Dining,"North Indian, Mughlai, Biryani, Chinese",600,1,Sarjapur Road,1
49445,1,0,Bellandur,Casual Dining,"North Indian, Chinese",550,1,Sarjapur Road,0
49446,1,0,Bellandur,Quick Bites,"Biryani, North Indian",400,1,Sarjapur Road,1
49447,1,1,Bellandur,Cafe,"Cafe, Burger, Italian, Salad",1000,1,Sarjapur Road,1
49448,0,0,Bellandur,Quick Bites,Biryani,150,1,Sarjapur Road,0
49449,1,0,Bellandur,Quick Bites,"Biryani, Fast Food",350,1,Sarjapur Road,0
49450,1,0,Bellandur,Quick Bites,"North Indian, Chinese",450,1,Sarjapur Road,0
49451,1,0,Bellandur,Quick Bites,"Street Food, Mithai",200,1,Sarjapur Road,0
49452,0,0,Bellandur,Quick Bites,South Indian,150,1,Sarjapur Road,0
49453,1,0,Bellandur,Quick Bites,North Indian,500,1,Sarjapur Road,0
49454,1,0,Bellandur,Quick Bites,"Rolls, North Indian, Chinese, Biryani",400,1,Sarjapur Road,0
49455,1,0,Bellandur,Casual Dining,North Indian,800,1,Sarjapur Road,0
49456,1,0,Bellandur,Casual Dining,Biryani,450,1,Sarjapur Road,0
49457,0,1,Sarjapur Road,other,"Continental, Finger Food, Pizza",1500,6,Sarjapur Road,1
49458,1,1,Bellandur,"Bar, Casual Dining","North Indian, Chinese, Continental, Mexican",1400,6,Sarjapur Road,1
49459,0,1,Sarjapur Road,other,"North Indian, Continental, Italian",1400,6,Sarjapur Road,1
49460,1,1,Sarjapur Road,other,"Continental, North Indian, Italian, South Indian, Finger Food",1600,6,Sarjapur Road,1
49461,1,1,Sarjapur Road,other,"Continental, Italian, North Indian",1400,6,Sarjapur Road,1
49462,1,0,Sarjapur Road,"Bar, Casual Dining","American, North Indian, Chinese, Finger Food",1500,6,Sarjapur Road,1
49463,0,1,Sarjapur Road,Pub,"Continental, Italian, North Indian, Mexican",1900,6,Sarjapur Road,1
49464,1,1,Sarjapur Road,other,"Finger Food, Continental, Seafood",1500,6,Sarjapur Road,1
49465,1,1,Sarjapur Road,"Casual Dining, Bar","European, Mediterranean, Asian, North Indian, South Indian, Momos",1300,6,Sarjapur Road,1
49466,1,1,Sarjapur Road,Pub,"Continental, Chinese, North Indian",1500,6,Sarjapur Road,1
49467,1,1,Sarjapur Road,other,"American, Asian, Continental, North Indian, South Indian, Chinese",1200,6,Sarjapur Road,1
49468,0,0,Sarjapur Road,"Bar, Casual Dining","North Indian, Chinese",900,6,Sarjapur Road,1
49469,0,1,Bellandur,Casual Dining,"North Indian, Mughlai, Mediterranean, Iranian",1000,6,Sarjapur Road,1
49470,1,0,Bellandur,other,"European, American",1700,6,Sarjapur Road,1
49471,1,1,Bellandur,Bar,"Biryani, North Indian",1500,6,Sarjapur Road,1
49472,0,1,Bellandur,Lounge,"North Indian, Mughlai, Mediterranean",1500,6,Sarjapur Road,1
49473,0,1,Bellandur,"Casual Dining, Bar","Mediterranean, Italian, Mexican",1800,6,Sarjapur Road,1
49474,0,1,Bellandur,other,"North Indian, Chinese",1400,6,Sarjapur Road,1
49475,0,0,Bellandur,Pub,"North Indian, Chinese",1000,6,Sarjapur Road,0
49476,0,1,Marathahalli,Lounge,"European, French, North Indian",2500,6,Sarjapur Road,1
49477,1,1,Sarjapur Road,Pub,"Continental, Chinese, North Indian",1500,4,Sarjapur Road,1
49478,0,1,Sarjapur Road,other,"North Indian, Continental, Italian",1400,4,Sarjapur Road,1
49479,0,1,Bellandur,"Casual Dining, Bar","Mediterranean, Italian, Mexican",1800,4,Sarjapur Road,1
49480,1,1,Sarjapur Road,other,"Continental, Italian, North Indian",1400,4,Sarjapur Road,1
49481,1,1,Sarjapur Road,"Casual Dining, Bar","Seafood, Goan, North Indian, Continental, Asian",1400,4,Sarjapur Road,1
49482,1,0,Sarjapur Road,"Bar, Casual Dining","American, North Indian, Chinese, Finger Food",1500,4,Sarjapur Road,1
49483,0,1,Sarjapur Road,Pub,"Continental, Italian, North Indian, Mexican",1900,4,Sarjapur Road,1
49484,1,1,Sarjapur Road,"Casual Dining, Bar","European, Mediterranean, Asian, North Indian, South Indian, Momos",1300,4,Sarjapur Road,1
49485,0,1,Sarjapur Road,"Bar, Casual Dining","Goan, Asian, North Indian, European, Continental",1800,4,Sarjapur Road,1
49486,1,1,Sarjapur Road,other,"American, Asian, Continental, North Indian, South Indian, Chinese",1200,4,Sarjapur Road,1
49487,0,0,Sarjapur Road,"Bar, Casual Dining","North Indian, Chinese",900,4,Sarjapur Road,1
49488,1,0,Sarjapur Road,"Bar, Casual Dining","North Indian, South Indian, Chinese, Hyderabadi",700,4,Sarjapur Road,0
49489,1,0,Bellandur,other,"European, American",1700,4,Sarjapur Road,1
49490,1,1,Bellandur,"Casual Dining, Bar","American, Tex-Mex, Burger, BBQ",1800,4,Sarjapur Road,1
49491,1,1,Bellandur,"Bar, Casual Dining","North Indian, Chinese, Continental, Mexican",1400,4,Sarjapur Road,1
49492,1,1,Bellandur,Bar,"Biryani, North Indian",1500,4,Sarjapur Road,1
49493,1,1,Bellandur,"Casual Dining, Bar",North Indian,1100,4,Sarjapur Road,1
49494,0,0,Bellandur,Pub,"North Indian, Chinese",1000,4,Sarjapur Road,0
49495,1,0,Bellandur,"Casual Dining, Bar","North Indian, South Indian, Andhra",500,4,Sarjapur Road,1
49496,0,0,Whitefield,Cafe,Cafe,700,3,Whitefield,1
49497,1,1,Whitefield,other,"American, Cafe, Continental, French, Burger, Mexican, Desserts, Pizza",900,3,Whitefield,1
49498,1,0,Whitefield,Cafe,"Cafe, Italian, Fast Food, Desserts",550,3,Whitefield,1
49499,1,1,Whitefield,other,"Bakery, Cafe, Italian, Desserts",600,3,Whitefield,1
49500,1,1,Whitefield,"Casual Dining, Cafe","North Indian, Continental, Italian, Cafe, Pizza, Finger Food",1400,3,Whitefield,1
49501,1,0,Whitefield,other,"Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500,3,Whitefield,1
49502,1,1,Whitefield,"Casual Dining, Cafe","Cafe, Italian, Pizza, North Indian",900,3,Whitefield,1
49503,1,1,Whitefield,"Casual Dining, Cafe","Kashmiri, Cafe",1100,3,Whitefield,1
49504,1,0,Whitefield,other,"Desserts, Cafe, Continental",700,3,Whitefield,1
49505,0,1,Whitefield,"Casual Dining, Cafe","Chinese, North Indian, Continental, Cafe",2000,3,Whitefield,1
49506,1,1,Whitefield,"Casual Dining, Cafe","Pizza, Cafe, Italian",600,3,Whitefield,1
49507,1,0,Whitefield,other,"Desserts, Cafe",600,3,Whitefield,0
49508,0,0,Whitefield,Cafe,"Cafe, Italian, Continental",1000,3,Whitefield,1
49509,1,0,Whitefield,other,"Cafe, Continental, Desserts",600,3,Whitefield,1
49510,1,1,Whitefield,"Casual Dining, Cafe","Steak, Continental, American, Italian, Salad, Cafe",900,3,Whitefield,1
49511,1,0,Whitefield,Cafe,Cafe,750,3,Whitefield,1
49512,1,0,Whitefield,Cafe,Cafe,700,3,Whitefield,1
49513,0,0,Whitefield,Cafe,Cafe,350,3,Whitefield,1
49514,0,0,Whitefield,Cafe,"Cafe, Continental, Desserts",800,3,Whitefield,1
49515,0,0,Whitefield,Cafe,"Cafe, Desserts",700,3,Whitefield,1
49516,0,0,Whitefield,Quick Bites,"South Indian, Fast Food, Beverages",200,3,Whitefield,1
49517,1,0,Whitefield,other,"Bakery, Desserts, Cafe, Italian, Pizza",400,3,Whitefield,1
49518,1,0,Whitefield,Cafe,Cafe,650,3,Whitefield,1
49519,0,0,Whitefield,other,"Bakery, Cafe",400,3,Whitefield,1
49520,1,0,Whitefield,other,"Desserts, Cafe",300,3,Whitefield,1
49521,1,0,Whitefield,other,"Cafe, Burger, Fast Food",400,3,Whitefield,1
49522,0,0,Whitefield,Cafe,"Cafe, Burger, Sandwich",250,3,Whitefield,1
49523,0,0,Whitefield,Cafe,Cafe,550,3,Whitefield,0
49524,0,0,Whitefield,Cafe,"Cafe, Continental, Chinese",700,3,Whitefield,1
49525,0,0,Whitefield,Cafe,Cafe,650,3,Whitefield,1
49526,1,0,Whitefield,Cafe,"Cafe, Tea, North Indian",500,3,Whitefield,0
49527,0,0,Whitefield,Cafe,Cafe,150,3,Whitefield,0
49528,0,0,Whitefield,Cafe,"Fast Food, Street Food, Beverages",400,3,Whitefield,0
49529,0,0,Whitefield,Food Court,"Chinese, Cafe",200,3,Whitefield,0
49530,1,0,Whitefield,Cafe,"Cafe, Coffee",700,3,Whitefield,0
49531,1,0,other,Cafe,"Cafe, Burger, Italian, Salad",1000,3,Whitefield,1
49532,1,0,Brookefield,Cafe,"Cafe, Rolls, Fast Food",200,3,Whitefield,1
49533,0,0,Bellandur,other,"Bakery, Beverages, Cafe, Coffee, Desserts, Sandwich",1000,3,Whitefield,0
49534,1,0,Whitefield,Delivery,"Biryani, Kebab, Rolls, Mughlai",650,0,Whitefield,0
49535,1,0,Whitefield,Casual Dining,"Biryani, Andhra, North Indian, Chinese",800,0,Whitefield,1
49536,1,0,Whitefield,Delivery,"Healthy Food, North Indian, Biryani, Continental, Desserts",500,0,Whitefield,1
49537,1,0,other,"Takeaway, Delivery","Fast Food, Sandwich",300,0,Whitefield,1
49538,1,0,Whitefield,"Takeaway, Delivery","Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",450,0,Whitefield,1
49539,1,0,Whitefield,Delivery,North Indian,400,0,Whitefield,1
49540,1,1,Whitefield,Casual Dining,"Arabian, North Indian, Chinese, Salad, Beverages",750,0,Whitefield,1
49541,1,0,Whitefield,Quick Bites,"Burger, Fast Food, Beverages",600,0,Whitefield,1
49542,1,0,Whitefield,Delivery,Burger,300,0,Whitefield,0
49543,1,0,other,"Takeaway, Delivery","Seafood, BBQ, Biryani",250,0,Whitefield,1
49544,1,0,other,"Takeaway, Delivery","Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",400,0,Whitefield,1
49545,1,0,other,"Takeaway, Delivery","Desserts, Ice Cream",300,0,Whitefield,1
49546,1,1,Whitefield,Casual Dining,"North Indian, Arabian, Mughlai, Biryani, Seafood, Beverages",700,0,Whitefield,1
49547,1,0,Whitefield,Delivery,"Italian, North Indian, South Indian, Chinese",600,0,Whitefield,1
49548,1,0,other,"Takeaway, Delivery","North Indian, Charcoal Chicken",400,0,Whitefield,1
49549,1,0,Whitefield,Delivery,North Indian,400,0,Whitefield,1
49550,1,0,other,"Takeaway, Delivery","Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",400,0,Whitefield,1
49551,1,0,Whitefield,Quick Bites,"Continental, Chinese, Fast Food, Rolls, Momos",400,0,Whitefield,1
49552,1,0,Marathahalli,other,"Street Food, Mithai, North Indian, Beverages, Desserts",200,0,Whitefield,1
49553,1,0,other,"Takeaway, Delivery","South Indian, North Indian, Chinese, Street Food",200,0,Whitefield,1
49554,1,0,other,"Takeaway, Delivery",South Indian,250,0,Whitefield,1
49555,1,0,Whitefield,Quick Bites,"North Indian, Bengali, Chinese",300,0,Whitefield,0
49556,1,0,Whitefield,Quick Bites,"North Indian, Fast Food, Beverages",400,0,Whitefield,1
49557,1,0,other,other,"Street Food, North Indian",250,0,Whitefield,1
49558,1,0,Brookefield,Quick Bites,North Indian,300,0,Whitefield,1
49559,1,0,other,other,"Continental, Asian, Healthy Food, Burger, Biryani, Pizza, Italian, Fast Food",450,0,Whitefield,0
49560,1,0,Whitefield,Bakery,"Bakery, Desserts",500,0,Whitefield,1
49561,1,0,Whitefield,Bakery,"Bakery, Desserts",500,0,Whitefield,1
49562,1,1,Whitefield,Casual Dining,"Kerala, Seafood, Chinese",700,0,Whitefield,1
49563,1,0,Whitefield,"Takeaway, Delivery","North Indian, Mughlai, Fast Food",500,0,Whitefield,1
49564,1,0,Whitefield,Food Court,"Ice Cream, Desserts",400,0,Whitefield,1
49565,0,0,Whitefield,"Takeaway, Delivery","Italian, North Indian, Biryani",500,0,Whitefield,1
49566,1,1,Whitefield,Quick Bites,"South Indian, North Indian, Chinese, Fast Food",300,0,Whitefield,1
49567,1,1,Whitefield,"Casual Dining, Cafe","Pizza, Cafe, Italian",600,0,Whitefield,1
49568,1,1,Whitefield,Casual Dining,"North Indian, Mughlai",800,0,Whitefield,1
